names,date,score,genre,country
Leprechaun in the Hood,3/28/2000,50,"Horror, Comedy",US
You're Next,8/23/2013,66,"Horror, Thriller, Mystery",US
Step Brothers,9/11/2008,66,Comedy,AU
Rear Window,6/23/1955,84,"Thriller, Mystery",AU
Army of One,12/14/2020,57,Action,US
The Prince,8/22/2014,49,"Thriller, Action",US
The Bye Bye Man,1/13/2017,52,"Horror, Thriller",US
Citadel,7/13/2012,54,"Drama, Horror, Thriller",IE
Non-Stop,2/27/2014,68,"Action, Thriller, Mystery",AU
Secret Obsession,7/18/2019,55,"Drama, Thriller",AU
The Hating Game,1/27/2022,75,"Romance, Comedy",AU
Alien Outpost,1/30/2015,52,"Thriller, Action, Science Fiction",US
Camp X-Ray,10/17/2014,68,Drama,US
Empire of the Sun,3/10/1988,75,"Drama, History, War",AU
Fun with Dick and Jane,12/26/2005,62,Comedy,AU
Entergalactic,9/30/2022,77,"Animation, Comedy, Romance, Music",AU
The Next Karate Kid,9/22/1994,53,"Action, Drama, Family, Adventure",AU
"Lust, Caution",9/27/2007,72,"Action, Drama, Romance, Thriller",US
My Neighbors the Yamadas,10/19/2005,70,"Animation, Family",AU
Winx Club: The Secret of the Lost Kingdom,11/29/2007,70,"Fantasy, Animation, Family",IT
Milf,10/17/2010,47,Comedy,US
Viva Erotica,11/28/1996,66,"Comedy, Drama",HK
The Faculty,12/25/1998,65,"Horror, Science Fiction, Mystery",US
Adrift,6/28/2018,69,"Thriller, Romance, Adventure",AU
Escape Plan: The Extractors,7/2/2019,53,Action,US
Superman III,12/26/1983,55,"Comedy, Science Fiction, Action, Adventure",AU
Lover of the Last Empress,3/17/1995,62,Drama,HK
Chicago,1/23/2003,71,"Comedy, Crime, Drama",AU
Holidate,10/27/2020,71,"Comedy, Romance",AU
Rathinirvedam,3/8/1978,95,,IN
The Duchess,9/5/2008,70,"Drama, History, Romance",GB
?????????,12/18/2019,0,,CN
Nocturnal Animals,11/10/2016,75,"Drama, Thriller",AU
Ultimate Avengers 2: Rise of the Panther,8/8/2006,67,"Adventure, Animation, Action, Science Fiction",US
Sinjar,7/1/2022,61,Drama,ES
Last Holiday,1/13/2006,71,"Adventure, Comedy, Drama",US
Slither,5/18/2006,65,"Horror, Science Fiction, Comedy",AU
"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",3/1/2008,71,"Action, Animation, Adventure, Comedy",JP
Naked Killer,12/3/1992,55,"Action, Crime, Romance",HK
Jackie Brown,9/1/2020,74,"Crime, Thriller, Drama",AU
The Lost Weekend,11/29/1945,77,Drama,US
My Sassy Girl,7/27/2001,75,"Drama, Comedy, Romance",KR
Venom,10/1/2005,55,"Horror, Thriller",AU
Venom,10/1/2005,55,"Horror, Thriller",AU
The Binding,10/2/2020,54,"Horror, Thriller, Drama",IT
Power Rangers,2/24/2015,71,"Action, Science Fiction",US
Scooby-Doo! and the Goblin King,9/18/2008,78,"Adventure, Animation, Comedy, Family, Fantasy, Music",AU
I Used to Be Famous,9/9/2022,72,"Comedy, Drama, Music",GB
Death Sentence,8/31/2007,67,"Action, Crime, Drama, Thriller",US
TEKKEN: Blood Vengeance,9/3/2011,68,"Action, Animation, Science Fiction",JP
Mom's Friend,8/20/2015,62,"Drama, Romance",KR
Chapo: El Escape Del Siglo,1/15/2016,56,"Thriller, Action, Adventure, Crime",MX
Weird Science,12/12/1985,66,"Comedy, Romance, Science Fiction",AU
Escobar: Paradise Lost,10/11/2014,63,"Thriller, Romance",US
Killer Klowns from Outer Space,5/27/1988,64,"Comedy, Horror, Science Fiction",US
Assassin's Creed: Embers,11/15/2011,69,Animation,US
Babe: Pig in the City,12/10/1998,56,"Adventure, Comedy, Drama, Family, Fantasy",AU
MouseHunt,1/1/1998,65,"Comedy, Family",AU
The Bridge on the River Kwai,12/2/1957,78,"Drama, History, War",AU
Yogi Bear,1/13/2011,56,"Comedy, Family, Animation, Adventure",AU
Batman and Harley Quinn,8/20/2017,61,"Adventure, Action, Animation, Science Fiction",AU
One Piece: Chopper's Kingdom on the Island of Strange Animals,3/2/2002,68,"Action, Animation, Adventure",JP
The Danish Girl,12/26/2015,76,Drama,AU
The Benchwarmers,5/11/2006,58,Comedy,AU
Modern Times,2/17/1938,83,"Comedy, Drama",AU
I Am Vanessa Guillen,11/17/2022,74,Documentary,US
Double Jeopardy,1/6/2000,65,"Thriller, Crime, Mystery, Drama",AU
Abraham,12/12/1993,66,"Drama, Adventure, History",US
Madame Bamboo,3/10/1991,30,"Drama, Comedy",HK
Selina's Gold,10/28/2022,72,Drama,PH
Funny People,8/24/2009,58,"Comedy, Drama",AU
¡Three Amigos!,12/18/1986,63,"Comedy, Adventure, Western",AU
Nutty Professor II: The Klumps,12/14/2000,50,"Fantasy, Comedy, Romance, Science Fiction",AU
Cannibal Ferox,4/24/1981,54,"Adventure, Horror",IT
Audition,9/8/2000,71,"Horror, Drama",AU
Transformers: Prime Beast Hunters: Predacons Rising,10/4/2013,82,"Action, Animation, Science Fiction",US
Stomp the Yard 2: Homecoming,10/10/2010,55,"Drama, Music",US
Zombie Ass: Toilet of the Dead,2/25/2012,48,"Comedy, Horror",JP
Sometimes during the day I realize things,4/9/2023,0,Drama,BR
Wish You,1/15/2021,77,"Romance, Music, Drama",US
The Forgotten Battle,6/5/2021,71,"War, History, Drama",NL
Lake Placid 2,4/28/2007,51,"Horror, Science Fiction",US
Gabriel's Inferno: Part III,11/19/2020,84,"Romance, Comedy",US
The Time Traveler's Wife,11/5/2009,69,"Drama, Romance, Fantasy",AU
Scooby-Doo! and the Loch Ness Monster,7/21/2004,74,"Family, Adventure, Animation, Comedy, Fantasy, Mystery",AU
Raymond & Ray,10/14/2022,67,"Drama, Comedy",US
Sgt. Stubby: An American Hero,4/13/2018,77,"Animation, Adventure, Family, History, War",US
The Giver,9/10/2014,65,"Drama, Science Fiction",AU
Joseph and His Brethren,8/23/1961,59,"Family, Drama",IT
Detachment,4/24/2011,76,Drama,AU
A Man Called Ove,12/25/2015,76,"Comedy, Drama",SE
May the Devil Take You,8/9/2018,62,"Horror, Thriller",ID
The Gigolo,1/29/2015,47,"Romance, Drama, Comedy",HK
Guess Who's Coming for Breakfast,7/19/1968,37,Comedy,DE
The Smurfs: The Legend of Smurfy Hollow,9/12/2013,69,"Comedy, Animation, Family, Fantasy",US
History of the World: Part I,1/21/1982,68,Comedy,AU
Khumba,10/25/2013,60,"Animation, Adventure, Family",ZA
Can You Keep a Secret?,12/4/2019,65,"Romance, Comedy",AU
Stay Alive,3/24/2006,59,"Horror, Thriller",US
Macross: Do You Remember Love?,1/9/2015,72,"Animation, Science Fiction, War, Action",AU
Revenge,2/16/1990,65,"Romance, Thriller, Drama",US
Cars,1/1/1979,65,,AU
Vertigo,9/9/2021,20,Documentary,KR
City Hunter,1/16/1993,65,"Action, Adventure, Comedy, Romance",HK
Walk of Shame,9/10/2014,60,Comedy,AU
American Ninja 2: The Confrontation,5/1/1987,54,Action,US
The Substitute 2: School's Out,8/1/1998,59,"Action, Mystery, Thriller",US
Wyrmwood: Road of the Dead,2/13/2015,61,"Horror, Action, Comedy",AU
The Forgotten,9/24/2004,59,"Thriller, Drama, Mystery, Science Fiction",US
The 33D Invader,10/6/2011,51,"Comedy, Science Fiction",HK
Son of Batman,4/22/2014,70,"Animation, Action, Adventure",US
Wolf Warrior,4/2/2015,62,"Action, War",CN
The Chronicles of Riddick,7/29/2004,65,"Action, Science Fiction",AU
Mafia Mamma,4/13/2023,0,"Crime, Comedy",AU
The Favourite,12/26/2018,75,"Drama, Comedy, Thriller",AU
Wer,8/19/2014,63,"Horror, Mystery, Thriller",US
Seven Years in Tibet,12/4/1997,72,"Adventure, Drama, History",AU
Practical Magic,10/16/1998,67,"Romance, Comedy, Fantasy",US
Lock Up,10/26/1989,68,"Action, Crime",AU
Chernobyl Diaries,5/24/2012,52,"Horror, Thriller",AU
Falling Down,3/10/1993,74,"Crime, Drama, Thriller",AU
40 Years Young,3/10/2022,59,Comedy,MX
"Crouching Tiger, Hidden Dragon",1/4/2001,74,"Adventure, Drama, Action, Romance",AU
Ride Above,12/21/2022,72,"Drama, Comedy, Family",FR
The Last Days on Mars,9/19/2013,54,"Science Fiction, Thriller, Horror",GB
Backcountry,8/28/2015,58,"Thriller, Drama, Horror",CA
Vice,3/18/2015,44,"Thriller, Science Fiction, Action, Adventure",AU
Popeye,5/7/1981,54,"Action, Adventure, Comedy, Family",AU
Garo: Divine Flame,4/1/2016,59,"Action, Animation",JP
Tusk,9/6/2014,55,"Comedy, Horror",CA
DuckTales: The Movie - Treasure of the Lost Lamp,1/3/1991,67,"Adventure, Animation, Family, Comedy, Fantasy",AU
Under Siege 2: Dark Territory,7/20/1995,58,"Action, Thriller",AU
Village of the Damned,4/28/1995,60,"Thriller, Horror, Science Fiction",US
The Edge of Seventeen,1/5/2017,72,"Comedy, Drama",AU
Monster High: Welcome to Monster High,8/27/2016,68,"Animation, Family",US
Lost in Space,4/9/1998,54,"Science Fiction, Adventure",AU
New Initial D the Movie - Legend 3: Dream,2/6/2016,76,"Action, Animation, Drama",JP
A Dirty Shame,9/24/2004,54,Comedy,US
The Hard Way,3/5/2019,54,Action,AU
Like a Boss,5/6/2020,63,Comedy,AU
Dial M for Murder,4/20/1955,80,"Crime, Thriller",AU
The Lost Prince,2/12/2020,57,"Fantasy, Adventure, Comedy",FR
Eli,10/18/2019,60,Horror,AU
DOA: Dead or Alive,9/7/2006,52,"Adventure, Action, Thriller",AU
The Paperboy,2/26/2013,56,"Thriller, Drama, Mystery",AU
Wall Street: Money Never Sleeps,9/2/2010,61,"Drama, Crime",AU
Little Miss Sunshine,10/12/2006,77,"Comedy, Drama",AU
Detective Conan: Dimensional Sniper,4/19/2014,69,"Action, Animation, Drama, Mystery",JP
Books of Blood,10/7/2020,65,"Horror, Science Fiction",US
Revolt,1/29/2018,55,"Science Fiction, Action",GB
Children Who Chase Lost Voices,5/7/2011,72,"Animation, Adventure, Drama, Fantasy, Romance",JP
Belle's Magical World,2/17/1998,62,"Animation, Family",AU
The International,2/3/2009,62,"Action, Thriller, Drama, Crime",AU
Peaky Blinders: The True Story,4/2/2016,85,Documentary,GB
A Policewoman on the Porno Squad,8/10/1979,53,"Crime, Comedy",IT
Tammy,10/16/2014,53,Comedy,AU
To the Bone,1/22/2017,72,Drama,US
Mom's Friend 2020,6/5/2020,10,Romance,KR
The Shootist,8/11/1976,71,"Western, Drama",US
Awakenings,3/14/1991,78,Drama,AU
Amityville: The Awakening,11/14/2017,53,"Thriller, Horror",US
Sex: A Relationship and Not Marriage,4/19/2016,57,"Romance, Drama",KR
Vampire Academy,2/14/2014,63,"Comedy, Action, Fantasy",AU
Your Ticket Is No Longer Valid,12/18/1981,37,Drama,CA
Raw,3/15/2017,71,"Drama, Horror",FR
Poveda,2/24/2016,70,"Drama, History",ES
Here Comes the Boom,11/16/2012,62,"Comedy, Action",AU
Osmosis Jones,8/10/2001,65,"Adventure, Animation, Action, Comedy, Family",US
Jumanji,3/21/1996,72,"Adventure, Fantasy, Family",AU
You've Got Mail,2/26/1999,67,"Comedy, Romance",AU
Broken City,3/6/2013,59,"Thriller, Crime, Drama",AU
Wasabi,10/31/2001,66,"Drama, Action, Comedy",FR
Siren,12/2/2016,60,Horror,US
Grand Blue,8/7/2020,54,Comedy,JP
League of Gods,7/28/2016,54,"Action, Fantasy",AU
Primal,11/8/2019,57,Action,US
The Knight of Shadows: Between Yin and Yang,2/5/2019,55,"Action, Fantasy",CN
Cashback,4/20/2007,70,"Drama, Comedy, Romance",US
Live and Let Die,8/1/1973,65,"Adventure, Action, Thriller",AU
An Affair: Kind Daughters-in-law,1/25/2018,10,Romance,KR
Moonlight,1/26/2017,74,Drama,AU
Touch of Evil,3/30/1958,78,"Crime, Thriller, Mystery",US
The Little Vampire,12/5/2000,68,"Family, Adventure, Comedy, Fantasy",DE
Ma,6/6/2019,58,"Horror, Thriller",AU
X+Y,3/13/2015,67,Drama,GB
Three Christs,1/10/2020,68,Drama,US
Tarzan & Jane,7/22/2002,60,"Animation, Family",US
Cape Fear,1/9/1992,73,"Crime, Thriller",AU
Werewolf: The Beast Among Us,10/9/2012,60,"Drama, Horror, Thriller",US
Sailor Moon R: The Movie,7/27/2000,80,"Animation, Romance, Action, Fantasy",AU
Taxi 2,3/29/2000,62,"Action, Comedy",FR
Acrimony,3/30/2018,68,Thriller,US
Long Story Short,2/11/2021,69,"Romance, Comedy, Fantasy",AU
Mojin: The Lost Legend,12/18/2015,62,"Action, Adventure, Fantasy",CN
Curious George 2: Follow That Monkey!,10/27/2009,66,"Animation, Family",US
First Daughter,4/26/2006,61,"Family, Comedy, Drama, Romance",AU
Adult Only Institute,3/14/2017,47,"Comedy, Drama, Romance",KR
Moms' Night Out,3/25/2014,56,Comedy,AU
El padrino: The Latin Godfather,9/27/2004,68,"Action, Crime, Drama",US
Don't Let Go,8/30/2019,69,"Science Fiction, Thriller, Mystery, Crime",US
The 6th Day,12/15/2000,59,"Science Fiction, Action, Mystery",AU
Ronaldo,11/9/2015,69,"History, Documentary",ES
Flower and Snake 3: Punishment,3/8/1986,38,"Drama, Thriller",JP
Love in the Villa,9/1/2022,60,"Romance, Comedy",US
Modest Heroes,8/24/2018,67,"Animation, Fantasy, Adventure, Drama",JP
Christmas with You,11/17/2022,58,"Romance, Comedy",US
The Battleship Island,8/10/2017,72,"Action, History, Drama",AU
The Package,8/10/2018,60,Comedy,US
Layer Cake,1/22/2005,69,"Drama, Thriller, Crime",AU
Playing It Cool,5/8/2015,59,"Comedy, Romance",US
A Night at the Roxbury,5/13/1999,66,"Comedy, Music, Romance",AU
S.W.A.T.: Firefight,6/1/2011,58,"Action, Crime, Thriller",AU
Dahmer,6/21/2002,53,"Crime, Drama, Thriller",US
Innocent Voices,1/28/2005,81,"Drama, War",MX
Tae Guk Gi: The Brotherhood of War,2/5/2004,80,"Action, Adventure, Drama, History, War",KR
Zookeeper,9/8/2011,54,"Comedy, Romance, Family",AU
2067,10/2/2020,53,"Science Fiction, Thriller",US
Busty Girlfriend,3/8/2019,70,Romance,KR
"Dude, Where's My Car?",3/29/2001,55,"Comedy, Science Fiction",AU
Hanna,7/28/2011,66,"Action, Thriller, Adventure",AU
Carol,1/14/2016,75,"Romance, Drama",AU
The Spy Who Loved Me,7/19/1977,68,"Adventure, Action, Thriller",AU
Sekaiichi Hatsukoi Movie,3/15/2014,67,"Animation, Romance, Drama",JP
Dangerous Drugs of Sex,2/14/2020,62,"Thriller, Drama",JP
A Shaun the Sheep Movie: Farmageddon,1/9/2020,69,"Comedy, Animation, Family",AU
Pyewacket,11/25/2017,59,"Thriller, Horror, Drama",AU
Sadako vs. Kayako,6/18/2016,54,Horror,JP
Bridget Jones: The Edge of Reason,11/11/2004,63,"Comedy, Romance",AU
Sweet Sex,7/6/2017,64,"Romance, Drama",KR
Castle Freak,12/4/2020,46,Horror,US
Climax,9/19/2018,71,"Horror, Music",FR
Batman: Assault on Arkham,7/25/2014,74,"Thriller, Animation, Action, Crime",US
Elf,11/27/2003,67,"Comedy, Family, Fantasy",AU
Mimic,11/27/1997,60,"Fantasy, Horror, Thriller, Science Fiction",AU
Crocodile,12/26/2000,53,"Horror, Action, Thriller",US
Battle for the Planet of the Apes,6/15/1973,57,"Action, Science Fiction",US
The House of Magic,1/22/2015,63,"Family, Fantasy, Animation, Adventure",AU
Lucky Number Slevin,11/9/2006,75,"Drama, Thriller, Crime, Mystery",AU
The Wolf of Snow Hollow,10/9/2020,62,"Horror, Thriller",US
Superman: Red Son,3/1/2020,72,"Science Fiction, Animation, Action",AU
The Land Before Time,9/21/1989,71,"Family, Animation, Adventure",AU
Death Note,8/25/2017,42,"Crime, Fantasy, Horror, Thriller",AU
Outlaw King,11/9/2018,68,"Action, History, Drama, War",US
Phone Booth,5/22/2003,68,Thriller,AU
South Park: The 25th Anniversary Concert,8/13/2022,78,"Music, Comedy",US
Swan Song,12/17/2021,73,"Drama, Science Fiction",US
Rupture,7/15/2016,48,"Thriller, Science Fiction",CA
Noblesse: The Beginning of Destruction,11/28/2015,67,"Animation, Comedy, Drama, Fantasy, Mystery, Horror",KR
Detective Conan: The Time Bombed Skyscraper,4/19/1997,73,"Adventure, Mystery, Animation",JP
Nice Sister-In-Law 2019,6/5/2019,0,"Drama, Romance",KR
El Amarre,10/21/2021,70,Horror,MX
Surf's Up 2: WaveMania,1/17/2017,61,"Animation, Family, Comedy",US
The Stolen Princess,12/25/2019,68,"Animation, Comedy, Adventure, Family",AU
Last Christmas,11/7/2019,72,"Comedy, Romance",AU
Fallen,10/17/2018,61,"Drama, Fantasy, Romance",AU
The Collection,9/21/2012,63,"Horror, Thriller",US
The Myth,5/11/2005,63,"Action, Adventure, Comedy, Drama, Fantasy",HK
"Everything, Everything",10/6/2017,73,"Drama, Romance",AU
About Fate,9/9/2022,75,"Romance, Comedy",US
Ben-Hur: A Tale of the Christ,12/30/1925,74,"Adventure, Drama, Romance",US
Terra Formars,4/29/2016,61,"Action, Horror, Science Fiction",JP
Cocoon,10/25/1985,66,"Comedy, Drama, Science Fiction",AU
Appassionata,6/6/1974,58,Drama,IT
Children of Heaven,1/22/1999,80,"Drama, Family",US
Justice League vs. the Fatal Five,4/24/2019,68,"Animation, Action, Science Fiction",AU
Psycho-Pass: The Movie,5/26/2016,71,"Animation, Science Fiction, Action",AU
Seaquake,11/23/2012,0,"Drama, Romance",BR
Secrets of a Desperate Housewife,1/1/2008,85,,US
My Bloody Valentine,2/12/2009,55,"Mystery, Horror",AU
Every Secret Thing,4/20/2014,61,"Thriller, Crime, Mystery",US
Moonrise Kingdom,8/30/2012,77,"Comedy, Drama, Romance",AU
The Sniper,11/19/2021,40,,CN
Water Monster 2,8/20/2021,68,"Thriller, Mystery",CN
The Girl on a Bulldozer,4/7/2022,73,"Mystery, Drama",KR
Robin Robin,10/9/2021,71,"Animation, Adventure, Family",GB
Lego Scooby-Doo!: Haunted Hollywood,5/3/2016,74,"Animation, Family, Comedy, Mystery",US
Æon Flux,2/23/2006,56,"Science Fiction, Action, Thriller",AU
Scorned,7/14/1993,52,"Drama, Thriller",US
The Apartment,8/10/2004,82,"Comedy, Drama, Romance",AU
Trinity Seven: Eternity Library & Alchemic Girl,2/1/2017,76,"Animation, Action, Comedy, Fantasy",JP
"Ed, Edd n Eddy's Big Picture Show",11/8/2009,73,"Comedy, Animation, Adventure, TV Movie",US
Omen IV: The Awakening,5/20/1991,51,"Horror, Mystery, Thriller",US
Utama,6/9/2022,74,Drama,AU
After We Leave,2/25/2020,53,"Science Fiction, Drama",US
Romeo Must Die,10/15/2000,62,"Action, Crime, Thriller",AU
Woman in a Box: Virgin Sacrifice,9/7/1985,37,"Thriller, Horror, Crime",JP
Infernal Affairs,11/5/2003,78,"Drama, Action, Thriller, Crime, Mystery",AU
See No Evil,5/19/2006,54,"Horror, Thriller",US
Gnome Alone,10/19/2018,62,"Family, Adventure, Animation, Comedy, Fantasy",GB
Resort to Love,7/29/2021,73,"Romance, Comedy",US
Kikujiro,6/5/1999,76,"Comedy, Drama, Family",JP
Father of the Bride,12/26/1991,64,"Comedy, Romance",AU
Ad Astra,9/19/2019,61,"Science Fiction, Drama",AU
The Crimson Rivers,9/27/2000,69,"Crime, Mystery, Thriller",FR
Stronger,9/22/2017,70,Drama,US
The Informer,7/1/2020,65,"Drama, Crime, Thriller",AU
Flowers in the Attic,1/18/2014,66,"Drama, Mystery, Thriller, TV Movie",US
The X Files: I Want to Believe,7/24/2008,57,"Drama, Mystery, Science Fiction, Thriller",AU
Jerry Maguire,3/6/1997,69,"Comedy, Drama, Romance",AU
The Witches of Eastwick,6/12/1987,65,"Comedy, Fantasy",US
Teen Beach 2,6/26/2015,67,"TV Movie, Family, Comedy, Fantasy",US
Girl in the Box,9/10/2016,68,Drama,US
The Green Hornet,1/20/2011,56,"Action, Crime, Comedy",AU
The Occupant,3/25/2020,63,"Thriller, Drama",ES
National Lampoon's European Vacation,11/26/1985,62,"Adventure, Comedy, Romance",AU
The Big Blue,11/10/1988,75,"Adventure, Drama, Romance",AU
Interstellar: Nolan's Odyssey,11/5/2014,77,Documentary,GB
The Tree of Life,6/30/2011,67,"Drama, Fantasy",AU
My Father's Violin,1/21/2022,79,"Drama, Music",US
Spooks: The Greater Good,12/9/2015,61,"Thriller, Action",AU
Abduction,9/22/2011,59,"Thriller, Action, Mystery",AU
Broken Arrow,8/1/1950,68,Western,US
Children of the Sea,6/15/2019,71,"Animation, Fantasy, Adventure, Mystery",AU
The Girl Next Door,10/3/2007,67,"Thriller, Crime, Drama, Horror",US
Flower & Snake,6/22/1974,51,"Thriller, Drama",JP
Doraemon: Nobita's New Great Adventure Into the Underworld - The Seven Magic Users,3/10/2007,73,"Family, Adventure, Animation",JP
Newness,1/25/2017,61,"Romance, Drama",US
General Cemetery,7/25/2013,66,Horror,PE
Max 2: White House Hero,5/5/2017,71,Family,US
The Chaser,2/14/2008,78,"Crime, Thriller, Action",KR
Immoral Tales,8/28/1974,59,"Drama, Romance",FR
Under Wraps,10/1/2021,69,"Family, Comedy, Fantasy",US
Captain America,12/14/1990,45,"Action, Adventure, Science Fiction, War",US
First Reformed,8/16/2018,70,Drama,AU
Eddie the Eagle,4/21/2016,72,"Comedy, Drama, History, Adventure",AU
